lesion_id,globules_present,streaks_present,pigment_network_present,dots_present,structureless_present,num_structures,D_value
ISIC_0011305,0,0,0,0,0,0,0.0
ISIC_0011306,0,0,1,0,0,1,0.5
ISIC_0011315,1,0,0,0,0,1,0.5
ISIC_0011317,0,0,0,0,0,0,0.0
ISIC_0011322,0,0,0,0,0,0,0.0
ISIC_0011323,0,0,1,0,0,1,0.5
ISIC_0011324,1,0,0,0,0,1,0.5
ISIC_0011326,0,0,1,0,0,1,0.5
ISIC_0011327,0,0,0,0,0,0,0.0
ISIC_0011328,1,0,0,0,0,1,0.5
ISIC_0011329,0,0,0,0,0,0,0.0
ISIC_0011330,1,0,1,0,0,2,1.0
ISIC_0011333,0,0,1,0,0,1,0.5
ISIC_0011334,0,0,1,0,0,1,0.5
ISIC_0011336,0,0,1,0,0,1,0.5
ISIC_0011338,1,0,1,0,0,2,1.0
ISIC_0011339,0,0,1,0,0,1,0.5
ISIC_0011341,0,0,0,0,0,0,0.0
ISIC_0011343,1,0,1,0,0,2,1.0
ISIC_0011344,1,0,0,0,0,1,0.5
ISIC_0011345,0,0,1,0,0,1,0.5
ISIC_0011347,0,0,1,0,0,1,0.5
ISIC_0011348,0,0,1,0,0,1,0.5
ISIC_0011349,1,0,0,0,0,1,0.5
ISIC_0011352,0,0,1,0,0,1,0.5
ISIC_0011353,0,0,1,0,0,1,0.5
ISIC_0011356,1,0,0,0,0,1,0.5
ISIC_0011357,0,0,0,0,0,0,0.0
ISIC_0011358,1,0,1,0,0,2,1.0
ISIC_0011359,0,0,1,0,0,1,0.5
ISIC_0011360,0,0,1,0,0,1,0.5
ISIC_0011361,0,0,1,0,0,1,0.5
ISIC_0011362,0,0,1,0,0,1,0.5
ISIC_0011363,0,0,1,0,0,1,0.5
ISIC_0011366,0,0,1,0,0,1,0.5
ISIC_0011367,0,0,1,0,0,1,0.5
ISIC_0011372,0,0,1,0,0,1,0.5
ISIC_0011373,1,0,1,0,0,2,1.0
ISIC_0011374,0,0,0,0,0,0,0.0
ISIC_0011378,0,0,1,0,0,1,0.5
ISIC_0011382,0,0,1,0,0,1,0.5
ISIC_0011383,0,0,0,0,0,0,0.0
ISIC_0011384,1,0,1,0,0,2,1.0
ISIC_0011385,0,0,1,0,0,1,0.5
ISIC_0011386,0,0,1,0,0,1,0.5
ISIC_0011387,0,0,1,0,0,1,0.5
ISIC_0011390,0,0,1,0,0,1,0.5
ISIC_0011393,0,0,0,0,0,0,0.0
ISIC_0011397,1,0,0,0,0,1,0.5
ISIC_0011398,0,0,1,0,0,1,0.5
ISIC_0011402,0,0,1,0,0,1,0.5
ISIC_0012086,0,0,0,0,0,0,0.0
ISIC_0012089,0,0,0,0,0,0,0.0
ISIC_0012090,0,0,0,0,0,0,0.0
ISIC_0012092,0,0,1,0,0,1,0.5
ISIC_0012094,0,0,1,0,0,1,0.5
ISIC_0012095,0,0,1,0,0,1,0.5
ISIC_0012097,0,0,1,0,0,1,0.5
ISIC_0012099,1,1,1,0,0,3,1.5
ISIC_0012102,0,0,0,0,0,0,0.0
ISIC_0012105,0,0,1,0,0,1,0.5
ISIC_0012107,0,0,1,0,0,1,0.5
ISIC_0012108,0,0,1,0,0,1,0.5
ISIC_0012109,0,0,1,0,0,1,0.5
ISIC_0012116,0,0,0,0,0,0,0.0
ISIC_0012118,0,0,1,0,0,1,0.5
ISIC_0012126,0,0,1,0,0,1,0.5
ISIC_0012127,0,0,0,0,0,0,0.0
ISIC_0012134,0,0,0,0,0,0,0.0
ISIC_0012135,1,0,1,0,0,2,1.0
ISIC_0012136,0,0,0,0,0,0,0.0
ISIC_0012137,0,0,1,0,0,1,0.5
ISIC_0012143,0,0,0,0,0,0,0.0
ISIC_0012147,1,0,0,0,0,1,0.5
ISIC_0012148,0,0,1,0,0,1,0.5
ISIC_0012149,0,0,0,0,0,0,0.0
ISIC_0012151,0,0,1,0,0,1,0.5
ISIC_0012155,0,0,0,0,0,0,0.0
ISIC_0012156,0,0,1,0,0,1,0.5
ISIC_0012159,0,0,0,0,0,0,0.0
ISIC_0012160,1,0,1,0,0,2,1.0
ISIC_0012164,0,0,1,0,0,1,0.5
ISIC_0012167,0,0,0,0,0,0,0.0
ISIC_0012169,0,0,0,0,0,0,0.0
ISIC_0012173,0,0,0,0,0,0,0.0
ISIC_0012177,0,0,1,0,0,1,0.5
ISIC_0012178,0,0,0,0,0,0,0.0
ISIC_0012179,0,0,0,0,1,1,0.5
ISIC_0012182,0,0,0,0,0,0,0.0
ISIC_0012187,1,0,1,0,0,2,1.0
ISIC_0012191,1,0,0,0,0,1,0.5
ISIC_0012201,0,0,1,0,0,1,0.5
ISIC_0012203,1,1,0,0,0,2,1.0
ISIC_0012204,0,0,0,0,0,0,0.0
ISIC_0012205,0,0,1,0,0,1,0.5
ISIC_0012206,0,0,1,0,0,1,0.5
ISIC_0012207,0,0,0,0,0,0,0.0
ISIC_0012208,0,0,0,0,0,0,0.0
ISIC_0012210,0,0,0,0,0,0,0.0
ISIC_0012211,0,0,1,0,0,1,0.5
ISIC_0012212,0,0,0,0,0,0,0.0
ISIC_0012213,0,0,0,0,0,0,0.0
ISIC_0012216,0,0,0,0,0,0,0.0
ISIC_0012221,0,0,0,0,0,0,0.0
ISIC_0012222,0,0,1,0,0,1,0.5
ISIC_0012223,0,0,0,0,0,0,0.0
ISIC_0012224,0,0,0,0,0,0,0.0
ISIC_0012227,0,0,0,0,0,0,0.0
ISIC_0012228,0,0,0,0,0,0,0.0
ISIC_0012230,1,0,1,0,0,2,1.0
ISIC_0012232,0,0,1,0,0,1,0.5
ISIC_0012233,1,1,0,0,0,2,1.0
ISIC_0012235,0,0,0,0,0,0,0.0
ISIC_0012236,0,0,1,0,0,1,0.5
ISIC_0012238,0,0,0,0,0,0,0.0
ISIC_0012245,0,0,0,0,0,0,0.0
ISIC_0012246,0,0,0,0,0,0,0.0
ISIC_0012248,0,0,0,0,0,0,0.0
ISIC_0012250,0,0,0,0,0,0,0.0
ISIC_0012253,0,0,0,0,0,0,0.0
ISIC_0012255,0,0,1,0,0,1,0.5
ISIC_0012256,0,0,0,0,0,0,0.0
ISIC_0012257,0,0,1,0,0,1,0.5
ISIC_0012258,0,0,0,0,0,0,0.0
ISIC_0012259,0,0,1,0,0,1,0.5
ISIC_0012260,0,0,1,0,0,1,0.5
ISIC_0012261,0,0,0,0,0,0,0.0
ISIC_0012263,0,0,1,0,0,1,0.5
ISIC_0012266,0,0,0,0,0,0,0.0
ISIC_0012268,0,0,1,0,0,1,0.5
ISIC_0012271,0,0,1,0,0,1,0.5
ISIC_0012272,0,0,0,0,0,0,0.0
ISIC_0012273,0,0,0,0,0,0,0.0
ISIC_0012278,0,0,0,0,0,0,0.0
ISIC_0012281,0,0,0,0,0,0,0.0
ISIC_0012282,0,0,0,0,0,0,0.0
ISIC_0012284,0,0,1,0,0,1,0.5
ISIC_0012285,0,0,0,0,0,0,0.0
ISIC_0012288,0,0,1,0,0,1,0.5
ISIC_0012290,0,0,1,0,0,1,0.5
ISIC_0012292,0,0,1,0,0,1,0.5
ISIC_0012298,0,0,0,0,0,0,0.0
ISIC_0012299,0,0,0,0,0,0,0.0
ISIC_0012302,0,0,1,0,0,1,0.5
ISIC_0012303,1,0,1,0,0,2,1.0
ISIC_0012306,0,0,0,0,0,0,0.0
ISIC_0012309,0,0,1,0,0,1,0.5
ISIC_0012311,0,0,1,0,0,1,0.5
ISIC_0012313,1,0,0,0,0,1,0.5
ISIC_0012314,0,0,0,0,0,0,0.0
ISIC_0012316,1,0,1,0,0,2,1.0
ISIC_0012318,0,0,0,0,0,0,0.0
ISIC_0012320,0,0,1,0,0,1,0.5
ISIC_0012323,0,0,0,0,0,0,0.0
ISIC_0012324,1,0,0,0,0,1,0.5
ISIC_0012325,0,0,0,0,0,0,0.0
ISIC_0012329,0,0,0,0,0,0,0.0
ISIC_0012330,0,0,0,0,0,0,0.0
ISIC_0012332,0,0,1,0,0,1,0.5
ISIC_0012333,0,0,1,0,0,1,0.5
ISIC_0012334,0,0,1,0,0,1,0.5
ISIC_0012335,0,0,0,0,0,0,0.0
ISIC_0012337,0,0,1,0,0,1,0.5
ISIC_0012338,0,0,0,0,0,0,0.0
ISIC_0012342,0,0,0,0,0,0,0.0
ISIC_0012346,0,0,0,0,0,0,0.0
ISIC_0012348,0,0,0,0,0,0,0.0
ISIC_0012351,0,0,1,0,0,1,0.5
ISIC_0012356,0,0,0,1,0,1,0.5
ISIC_0012357,0,0,1,0,0,1,0.5
ISIC_0012358,0,0,0,0,0,0,0.0
ISIC_0012360,0,0,1,0,0,1,0.5
ISIC_0012363,0,0,0,0,0,0,0.0
ISIC_0012369,0,0,0,0,0,0,0.0
ISIC_0012372,0,0,0,0,0,0,0.0
ISIC_0012373,0,0,0,0,0,0,0.0
ISIC_0012374,0,0,1,0,0,1,0.5
ISIC_0012376,1,0,1,0,0,2,1.0
ISIC_0012378,0,0,1,0,0,1,0.5
ISIC_0012379,0,0,0,0,0,0,0.0
ISIC_0012381,0,0,0,0,0,0,0.0
ISIC_0012382,0,0,1,0,0,1,0.5
ISIC_0012384,0,0,0,0,0,0,0.0
ISIC_0012390,0,0,0,0,0,0,0.0
ISIC_0012391,0,0,0,0,0,0,0.0
ISIC_0012395,0,0,1,0,0,1,0.5
ISIC_0012400,0,0,1,0,0,1,0.5
ISIC_0012405,0,0,0,0,0,0,0.0
ISIC_0012406,1,0,0,0,0,1,0.5
ISIC_0012413,1,1,0,0,0,2,1.0
ISIC_0012415,0,0,0,0,0,0,0.0
ISIC_0012417,0,0,0,0,0,0,0.0
ISIC_0012418,0,0,1,0,0,1,0.5
ISIC_0012425,0,0,0,0,0,0,0.0
ISIC_0012432,0,0,0,0,0,0,0.0
ISIC_0012434,0,0,0,0,0,0,0.0
ISIC_0012435,0,0,0,0,0,0,0.0
ISIC_0012442,1,0,1,0,0,2,1.0
ISIC_0012445,0,0,1,0,0,1,0.5
ISIC_0012447,0,0,0,0,0,0,0.0
ISIC_0012448,0,0,0,0,0,0,0.0
ISIC_0012450,1,1,1,0,0,3,1.5
ISIC_0012453,0,0,1,0,0,1,0.5
ISIC_0012455,0,0,0,0,0,0,0.0
ISIC_0012456,0,0,0,0,0,0,0.0
ISIC_0012464,1,0,0,0,0,1,0.5
ISIC_0012469,0,0,0,0,0,0,0.0
ISIC_0012472,0,0,0,0,0,0,0.0
ISIC_0012473,0,0,0,0,0,0,0.0
ISIC_0012475,0,0,0,0,0,0,0.0
ISIC_0012478,0,0,0,0,0,0,0.0
ISIC_0012479,0,0,0,0,0,0,0.0
ISIC_0012481,1,1,0,0,1,3,1.5
ISIC_0012484,0,0,0,0,0,0,0.0
ISIC_0012487,0,0,0,0,0,0,0.0
ISIC_0012489,0,0,0,0,0,0,0.0
ISIC_0012493,0,0,1,0,0,1,0.5
ISIC_0012494,1,0,1,0,0,2,1.0
ISIC_0012495,0,0,0,0,0,0,0.0
ISIC_0012496,1,0,1,0,0,2,1.0
ISIC_0012503,1,0,0,0,0,1,0.5
ISIC_0012506,0,0,1,0,0,1,0.5
ISIC_0012508,0,0,1,0,0,1,0.5
ISIC_0012510,0,0,1,0,0,1,0.5
ISIC_0012511,1,0,1,0,0,2,1.0
ISIC_0012512,1,0,0,0,0,1,0.5
ISIC_0012516,0,0,0,0,0,0,0.0
ISIC_0012517,0,0,0,0,0,0,0.0
ISIC_0012518,0,0,0,0,0,0,0.0
ISIC_0012520,0,0,1,0,0,1,0.5
ISIC_0012521,0,0,1,0,0,1,0.5
ISIC_0012523,0,0,0,0,1,1,0.5
ISIC_0012526,0,0,0,0,0,0,0.0
ISIC_0012529,0,0,1,0,0,1,0.5
ISIC_0012538,0,0,1,0,0,1,0.5
ISIC_0012539,0,0,1,0,0,1,0.5
ISIC_0012544,0,1,1,0,1,3,1.5
ISIC_0012547,0,0,0,0,0,0,0.0
ISIC_0012548,0,0,0,0,0,0,0.0
ISIC_0012549,0,0,1,0,0,1,0.5
ISIC_0012550,0,0,0,0,0,0,0.0
ISIC_0012551,0,0,0,0,0,0,0.0
ISIC_0012558,0,0,0,0,0,0,0.0
ISIC_0012559,1,0,0,0,0,1,0.5
ISIC_0012560,0,0,1,0,0,1,0.5
ISIC_0012563,0,0,1,0,0,1,0.5
ISIC_0012564,0,0,0,0,0,0,0.0
ISIC_0012566,0,0,0,0,0,0,0.0
ISIC_0012572,0,0,0,0,0,0,0.0
ISIC_0012576,0,1,1,0,0,2,1.0
ISIC_0012585,1,0,1,0,0,2,1.0
ISIC_0012591,1,1,1,0,0,3,1.5
ISIC_0012592,1,0,0,0,0,1,0.5
ISIC_0012596,0,0,1,0,0,1,0.5
ISIC_0012599,0,0,1,0,0,1,0.5
ISIC_0012603,0,0,1,0,0,1,0.5
ISIC_0012606,1,0,0,0,0,1,0.5
ISIC_0012607,0,0,0,0,0,0,0.0
ISIC_0012611,0,0,1,0,0,1,0.5
ISIC_0012623,0,0,1,0,0,1,0.5
ISIC_0012624,0,0,0,0,0,0,0.0
ISIC_0012625,1,0,0,0,0,1,0.5
ISIC_0012627,0,0,1,0,0,1,0.5
ISIC_0012633,1,0,1,0,0,2,1.0
ISIC_0012634,0,0,1,0,0,1,0.5
ISIC_0012643,0,0,1,0,0,1,0.5
ISIC_0012647,0,0,1,0,0,1,0.5
ISIC_0012650,1,0,0,0,0,1,0.5
ISIC_0012651,1,0,1,0,0,2,1.0
ISIC_0012653,0,0,1,0,0,1,0.5
ISIC_0012654,1,0,0,0,0,1,0.5
ISIC_0012655,1,0,1,0,0,2,1.0
ISIC_0012656,0,0,1,0,0,1,0.5
ISIC_0012657,1,1,0,0,0,2,1.0
ISIC_0012658,0,0,1,0,0,1,0.5
ISIC_0012659,0,0,1,0,0,1,0.5
ISIC_0012660,0,0,1,0,0,1,0.5
ISIC_0012661,0,0,0,0,0,0,0.0
ISIC_0012662,0,0,1,0,0,1,0.5
ISIC_0012663,1,0,1,0,0,2,1.0
ISIC_0012664,0,0,1,0,0,1,0.5
ISIC_0012665,0,0,1,0,0,1,0.5
ISIC_0012666,0,0,0,0,0,0,0.0
ISIC_0012669,1,0,0,0,0,1,0.5
ISIC_0012670,0,0,0,0,0,0,0.0
ISIC_0012671,0,0,0,0,0,0,0.0
ISIC_0012672,1,0,0,0,0,1,0.5
ISIC_0012673,1,0,0,0,0,1,0.5
ISIC_0012674,0,0,0,0,0,0,0.0
ISIC_0012675,1,0,1,0,0,2,1.0
ISIC_0012676,0,0,1,0,0,1,0.5
ISIC_0012677,0,0,1,0,0,1,0.5
ISIC_0012678,0,0,0,0,0,0,0.0
ISIC_0012679,0,0,1,0,0,1,0.5
ISIC_0012680,0,0,1,0,0,1,0.5
ISIC_0012681,0,0,1,0,0,1,0.5
ISIC_0012682,0,0,1,0,0,1,0.5
ISIC_0012683,0,0,1,0,1,2,1.0
ISIC_0012684,0,0,1,0,0,1,0.5
ISIC_0012685,0,0,1,0,0,1,0.5
ISIC_0012690,0,0,1,0,0,1,0.5
ISIC_0012693,0,0,0,0,0,0,0.0
ISIC_0012697,0,0,0,0,0,0,0.0
ISIC_0012698,0,1,1,0,0,2,1.0
ISIC_0012699,0,0,1,0,0,1,0.5
ISIC_0012700,0,0,1,0,0,1,0.5
ISIC_0012701,0,0,0,0,0,0,0.0
ISIC_0012702,0,0,0,0,0,0,0.0
ISIC_0012704,0,0,0,0,0,0,0.0
ISIC_0012705,0,0,0,0,0,0,0.0
ISIC_0012706,0,0,0,0,0,0,0.0
ISIC_0012708,0,0,0,0,0,0,0.0
ISIC_0012710,1,0,0,0,0,1,0.5
ISIC_0012711,0,0,0,0,0,0,0.0
ISIC_0012713,0,0,0,0,0,0,0.0
ISIC_0012715,0,0,0,0,0,0,0.0
ISIC_0012719,0,0,0,0,0,0,0.0
ISIC_0012720,0,0,0,0,0,0,0.0
ISIC_0012721,0,0,0,0,0,0,0.0
ISIC_0012722,0,0,0,0,0,0,0.0
ISIC_0012725,1,0,0,0,0,1,0.5
ISIC_0012726,0,0,0,0,0,0,0.0
ISIC_0012735,1,0,0,0,0,1,0.5
ISIC_0012737,0,0,0,0,0,0,0.0
ISIC_0012739,0,0,1,0,0,1,0.5
ISIC_0012740,0,0,1,0,0,1,0.5
ISIC_0012741,0,0,1,0,0,1,0.5
ISIC_0012742,0,0,0,0,1,1,0.5
ISIC_0012744,0,0,0,0,0,0,0.0
ISIC_0012746,0,0,0,0,0,0,0.0
ISIC_0012749,1,0,1,0,0,2,1.0
ISIC_0012756,0,0,1,0,0,1,0.5
ISIC_0012758,1,1,1,0,0,3,1.5
ISIC_0012768,0,0,0,0,0,0,0.0
ISIC_0012770,0,0,1,0,0,1,0.5
ISIC_0012773,0,0,0,0,0,0,0.0
ISIC_0012777,0,0,1,0,0,1,0.5
ISIC_0012786,0,0,0,0,0,0,0.0
ISIC_0012789,0,0,0,0,0,0,0.0
ISIC_0012792,0,0,0,0,0,0,0.0
ISIC_0012793,0,0,0,0,0,0,0.0
ISIC_0012803,0,0,0,0,0,0,0.0
ISIC_0012804,1,0,1,0,0,2,1.0
ISIC_0012806,0,0,0,0,0,0,0.0
ISIC_0012810,0,0,1,0,0,1,0.5
ISIC_0012813,0,0,0,0,0,0,0.0
ISIC_0012814,0,0,0,0,0,0,0.0
ISIC_0012823,0,0,1,0,0,1,0.5
ISIC_0012826,0,0,1,0,0,1,0.5
ISIC_0012828,0,0,0,0,0,0,0.0
ISIC_0012835,0,0,1,0,0,1,0.5
ISIC_0012836,0,0,0,0,0,0,0.0
ISIC_0012837,0,0,0,1,0,1,0.5
ISIC_0012840,0,0,0,0,0,0,0.0
ISIC_0012844,0,0,1,0,0,1,0.5
ISIC_0012852,0,0,0,0,0,0,0.0
ISIC_0012855,0,0,1,0,0,1,0.5
ISIC_0012856,0,0,0,0,0,0,0.0
ISIC_0012865,0,0,0,0,0,0,0.0
ISIC_0012871,0,0,1,0,0,1,0.5
ISIC_0012873,0,0,1,0,0,1,0.5
ISIC_0012876,0,0,0,0,0,0,0.0
ISIC_0012877,0,0,0,0,0,0,0.0
ISIC_0012878,0,0,0,0,0,0,0.0
ISIC_0012879,0,0,0,0,0,0,0.0
ISIC_0012880,0,0,0,0,0,0,0.0
ISIC_0012883,1,0,0,0,0,1,0.5
ISIC_0012884,0,0,1,0,0,1,0.5
ISIC_0012887,0,0,1,0,0,1,0.5
ISIC_0012888,1,0,0,0,0,1,0.5
ISIC_0012889,0,0,0,0,0,0,0.0
ISIC_0012891,1,0,0,0,0,1,0.5
ISIC_0012897,0,0,1,0,0,1,0.5
ISIC_0012898,0,0,0,0,0,0,0.0
ISIC_0012901,0,0,1,0,0,1,0.5
ISIC_0012902,0,0,1,0,0,1,0.5
ISIC_0012903,0,0,1,0,0,1,0.5
ISIC_0012904,1,0,0,0,0,1,0.5
ISIC_0012905,0,0,1,0,0,1,0.5
ISIC_0012907,0,0,1,0,0,1,0.5
ISIC_0012911,0,0,1,0,0,1,0.5
ISIC_0012925,0,0,1,0,0,1,0.5
ISIC_0012930,0,0,1,0,0,1,0.5
ISIC_0012932,0,0,0,0,0,0,0.0
ISIC_0012935,0,1,1,0,0,2,1.0
ISIC_0012939,0,0,0,0,0,0,0.0
ISIC_0012940,0,0,0,0,0,0,0.0
ISIC_0012941,0,0,0,0,0,0,0.0
ISIC_0012944,0,0,1,0,0,1,0.5
ISIC_0012945,0,0,0,0,1,1,0.5
ISIC_0012948,0,0,0,0,0,0,0.0
ISIC_0012949,0,0,0,0,0,0,0.0
ISIC_0012950,1,0,1,0,0,2,1.0
ISIC_0012956,0,0,0,0,0,0,0.0
ISIC_0012957,0,0,0,0,0,0,0.0
ISIC_0012961,0,0,1,0,0,1,0.5
ISIC_0012965,0,0,1,0,0,1,0.5
ISIC_0012966,0,0,0,0,0,0,0.0
ISIC_0012969,1,0,0,0,0,1,0.5
ISIC_0012976,0,0,1,0,0,1,0.5
ISIC_0012981,1,0,0,0,0,1,0.5
ISIC_0012986,0,0,0,0,0,0,0.0
ISIC_0012987,0,0,0,0,0,0,0.0
ISIC_0012988,0,0,1,0,0,1,0.5
ISIC_0012989,0,0,1,0,0,1,0.5
ISIC_0012990,0,0,1,0,0,1,0.5
ISIC_0012999,0,0,1,0,0,1,0.5
ISIC_0013000,0,0,0,0,0,0,0.0
ISIC_0013001,0,0,0,0,0,0,0.0
ISIC_0013007,0,0,0,0,0,0,0.0
ISIC_0013010,1,0,1,0,0,2,1.0
ISIC_0013012,0,0,0,0,0,0,0.0
ISIC_0013015,1,0,0,0,0,1,0.5
ISIC_0013023,0,0,1,0,0,1,0.5
ISIC_0013024,0,0,0,0,0,0,0.0
ISIC_0013025,1,1,0,0,0,2,1.0
ISIC_0013026,0,1,0,0,1,2,1.0
ISIC_0013027,0,0,0,0,1,1,0.5
ISIC_0013031,0,0,1,0,0,1,0.5
ISIC_0013032,0,0,1,0,0,1,0.5
ISIC_0013034,0,0,0,0,0,0,0.0
ISIC_0013035,0,0,0,0,0,0,0.0
ISIC_0013037,0,0,1,0,0,1,0.5
ISIC_0013039,0,0,1,0,0,1,0.5
ISIC_0013044,0,0,1,0,0,1,0.5
ISIC_0013045,1,0,0,0,0,1,0.5
ISIC_0013047,0,0,1,0,0,1,0.5
ISIC_0013048,0,0,0,0,0,0,0.0
ISIC_0013052,0,0,0,0,0,0,0.0
ISIC_0013053,0,0,0,0,0,0,0.0
ISIC_0013054,0,0,0,0,0,0,0.0
ISIC_0013055,0,0,0,0,1,1,0.5
ISIC_0013056,0,0,0,0,0,0,0.0
ISIC_0013063,0,0,0,0,0,0,0.0
ISIC_0013065,0,0,0,0,0,0,0.0
ISIC_0013070,0,0,1,0,0,1,0.5
ISIC_0013071,0,0,0,0,0,0,0.0
ISIC_0013072,1,0,1,0,0,2,1.0
ISIC_0013073,1,0,1,0,0,2,1.0
ISIC_0013075,0,0,0,0,0,0,0.0
ISIC_0013079,0,0,1,0,0,1,0.5
ISIC_0013082,1,0,1,0,0,2,1.0
ISIC_0013084,0,0,1,0,0,1,0.5
ISIC_0013086,0,0,1,0,0,1,0.5
ISIC_0013087,0,0,1,0,0,1,0.5
ISIC_0013089,0,0,0,0,0,0,0.0
ISIC_0013090,1,0,0,0,0,1,0.5
ISIC_0013094,0,0,1,0,0,1,0.5
ISIC_0013096,0,0,1,0,0,1,0.5
ISIC_0013104,0,0,1,0,0,1,0.5
ISIC_0013106,0,0,0,0,0,0,0.0
ISIC_0013109,0,0,1,0,0,1,0.5
ISIC_0013112,0,0,1,0,0,1,0.5
ISIC_0013114,0,0,0,0,0,0,0.0
ISIC_0013118,0,0,1,0,0,1,0.5
ISIC_0013120,0,0,0,0,0,0,0.0
ISIC_0013121,0,0,0,0,0,0,0.0
ISIC_0013124,0,0,0,0,0,0,0.0
ISIC_0013126,0,0,1,0,0,1,0.5
ISIC_0013128,0,0,1,0,0,1,0.5
ISIC_0013129,0,0,0,0,0,0,0.0
ISIC_0013134,0,0,0,0,0,0,0.0
ISIC_0013136,0,0,1,0,0,1,0.5
ISIC_0013140,1,0,1,0,0,2,1.0
ISIC_0013141,0,0,0,0,0,0,0.0
ISIC_0013143,0,0,1,0,0,1,0.5
ISIC_0013146,0,0,0,0,0,0,0.0
ISIC_0013147,1,1,1,0,0,3,1.5
ISIC_0013150,0,0,0,0,0,0,0.0
ISIC_0013155,0,0,0,0,1,1,0.5
ISIC_0013159,1,0,0,0,0,1,0.5
ISIC_0013160,0,0,1,0,0,1,0.5
ISIC_0013163,0,0,0,0,0,0,0.0
ISIC_0013164,0,0,1,0,0,1,0.5
ISIC_0013165,0,0,0,0,0,0,0.0
ISIC_0013166,0,0,0,0,0,0,0.0
ISIC_0013167,0,0,0,0,0,0,0.0
ISIC_0013169,0,0,0,0,0,0,0.0
ISIC_0013170,0,0,0,0,0,0,0.0
ISIC_0013172,1,1,0,0,0,2,1.0
ISIC_0013173,0,0,1,0,0,1,0.5
ISIC_0013176,1,0,0,0,0,1,0.5
ISIC_0013177,0,0,0,0,0,0,0.0
ISIC_0013178,0,0,0,0,0,0,0.0
ISIC_0013181,0,0,0,0,0,0,0.0
ISIC_0013184,0,0,1,0,0,1,0.5
ISIC_0013187,0,0,1,0,0,1,0.5
ISIC_0013189,0,0,0,0,0,0,0.0
ISIC_0013190,1,0,1,0,0,2,1.0
ISIC_0013191,0,0,0,0,0,0,0.0
ISIC_0013192,0,0,1,0,0,1,0.5
ISIC_0013193,0,0,0,0,0,0,0.0
ISIC_0013196,0,0,0,0,1,1,0.5
ISIC_0013197,0,0,0,0,1,1,0.5
ISIC_0013198,0,0,1,0,0,1,0.5
ISIC_0013200,0,0,0,0,0,0,0.0
ISIC_0013201,0,0,0,0,0,0,0.0
ISIC_0013203,0,0,0,0,0,0,0.0
ISIC_0013204,0,0,1,0,0,1,0.5
ISIC_0013205,0,0,1,0,0,1,0.5
ISIC_0013207,0,0,0,0,0,0,0.0
ISIC_0013208,0,0,0,0,0,0,0.0
ISIC_0013212,0,0,0,0,0,0,0.0
ISIC_0013213,0,0,0,0,0,0,0.0
ISIC_0013216,0,0,1,0,0,1,0.5
ISIC_0013217,0,0,1,0,0,1,0.5
ISIC_0013219,1,0,0,0,0,1,0.5
ISIC_0013220,1,0,1,0,0,2,1.0
ISIC_0013222,1,0,1,0,0,2,1.0
ISIC_0013223,0,0,0,0,0,0,0.0
ISIC_0013224,1,0,1,0,0,2,1.0
ISIC_0013226,0,0,0,0,0,0,0.0
ISIC_0013227,0,0,0,0,0,0,0.0
ISIC_0013229,0,0,1,0,0,1,0.5
ISIC_0013230,0,0,1,0,0,1,0.5
ISIC_0013232,0,0,1,0,0,1,0.5
ISIC_0013233,0,0,1,0,0,1,0.5
ISIC_0013235,0,0,0,0,0,0,0.0
ISIC_0013238,0,0,1,0,0,1,0.5
ISIC_0013242,1,0,1,0,0,2,1.0
ISIC_0013244,1,0,1,0,0,2,1.0
ISIC_0013248,1,0,1,0,0,2,1.0
ISIC_0013249,0,0,1,0,0,1,0.5
ISIC_0013257,0,0,1,0,0,1,0.5
ISIC_0013258,0,0,1,0,0,1,0.5
ISIC_0013269,0,0,1,0,0,1,0.5
ISIC_0013271,0,0,0,0,0,0,0.0
ISIC_0013274,0,0,1,0,0,1,0.5
ISIC_0013275,1,0,1,0,0,2,1.0
ISIC_0013277,0,0,1,0,0,1,0.5
ISIC_0013287,0,0,1,0,0,1,0.5
ISIC_0013288,0,0,1,0,0,1,0.5
ISIC_0013291,0,0,1,0,0,1,0.5
ISIC_0013294,0,0,1,0,0,1,0.5
ISIC_0013302,1,0,1,0,0,2,1.0
ISIC_0013304,0,0,1,0,0,1,0.5
ISIC_0013306,0,0,0,0,0,0,0.0
ISIC_0013310,0,0,0,0,0,0,0.0
ISIC_0013311,1,1,0,0,0,2,1.0
ISIC_0013314,0,0,1,0,0,1,0.5
ISIC_0013315,0,0,0,0,0,0,0.0
ISIC_0013319,0,0,0,0,0,0,0.0
ISIC_0013320,1,0,1,0,0,2,1.0
ISIC_0013321,0,0,0,0,0,0,0.0
ISIC_0013325,0,0,0,0,0,0,0.0
ISIC_0013326,1,0,1,0,0,2,1.0
ISIC_0013329,0,0,1,0,0,1,0.5
ISIC_0013330,0,0,1,0,0,1,0.5
ISIC_0013333,0,0,0,0,0,0,0.0
ISIC_0013334,0,0,0,0,0,0,0.0
ISIC_0013335,0,0,0,0,0,0,0.0
ISIC_0013340,0,0,0,0,0,0,0.0
ISIC_0013341,0,0,0,0,0,0,0.0
ISIC_0013342,1,0,0,0,0,1,0.5
ISIC_0013346,0,0,0,0,0,0,0.0
ISIC_0013355,0,0,0,0,1,1,0.5
ISIC_0013356,0,0,1,0,0,1,0.5
ISIC_0013359,0,0,1,0,0,1,0.5
